Date,Close,1d_abs,1d_dir,2d_abs,1d_cls,2d_cls,3d_cls,4d_cls,5d_cls,6d_cls,7d_cls,8d_cls,9d_cls,10d_cls,50d_ma,100d_ma,200d_ma,future_price
2012-11-27,22.84,-0.26000000000000156,0,-0.5300000000000011,23.1,23.37,22.73,22.53,22.55,22.37,22.49,22.64,22.85,23.61,24.33380000000001,24.738599999999973,25.163100000000004,35.0
2012-11-28,23.08,0.23999999999999844,1,-0.020000000000003126,22.84,23.1,23.37,22.73,22.53,22.55,22.37,22.49,22.64,22.85,24.27320000000001,24.714199999999973,25.1534,35.64
2012-11-29,22.73,-0.34999999999999787,0,-0.10999999999999943,23.08,22.84,23.1,23.37,22.73,22.53,22.55,22.37,22.49,22.64,24.205600000000015,24.69059999999997,25.14165,35.48
2012-11-30,22.45,-0.28000000000000114,0,-0.629999999999999,22.73,23.08,22.84,23.1,23.37,22.73,22.53,22.55,22.37,22.49,24.132800000000017,24.665799999999972,25.129,34.92
2012-12-03,22.29,-0.16000000000000014,0,-0.4400000000000013,22.45,22.73,23.08,22.84,23.1,23.37,22.73,22.53,22.55,22.37,24.059000000000015,24.641499999999972,25.1164,35.12
2012-12-04,22.24,-0.05000000000000071,0,-0.21000000000000085,22.29,22.45,22.73,23.08,22.84,23.1,23.37,22.73,22.53,22.55,23.977600000000017,24.62039999999997,25.098399999999998,35.05
2012-12-05,22.5,0.26000000000000156,1,0.21000000000000085,22.24,22.29,22.45,22.73,23.08,22.84,23.1,23.37,22.73,22.53,23.905800000000017,24.60739999999997,25.081899999999997,34.99
2012-12-06,22.55,0.05000000000000071,1,0.3100000000000023,22.5,22.24,22.29,22.45,22.73,23.08,22.84,23.1,23.37,22.73,23.841800000000017,24.588599999999975,25.064849999999996,35.58
2012-12-07,22.32,-0.23000000000000043,0,-0.17999999999999972,22.55,22.5,22.24,22.29,22.45,22.73,23.08,22.84,23.1,23.37,23.779600000000013,24.56709999999998,25.047349999999998,35.36
2012-12-10,22.72,0.3999999999999986,1,0.16999999999999815,22.32,22.55,22.5,22.24,22.29,22.45,22.73,23.08,22.84,23.1,23.729200000000013,24.547799999999974,25.03145,35.37
2012-12-11,23.04,0.3200000000000003,1,0.7199999999999989,22.72,22.32,22.55,22.5,22.24,22.29,22.45,22.73,23.08,22.84,23.685400000000012,24.525099999999973,25.0167,35.44
2012-12-12,22.98,-0.05999999999999872,0,0.26000000000000156,23.04,22.72,22.32,22.55,22.5,22.24,22.29,22.45,22.73,23.08,23.647000000000013,24.49999999999998,25.002149999999997,35.28
2012-12-13,22.87,-0.10999999999999943,0,-0.16999999999999815,22.98,23.04,22.72,22.32,22.55,22.5,22.24,22.29,22.45,22.73,23.611000000000008,24.478399999999976,24.984899999999996,35.57
2012-12-14,22.61,-0.26000000000000156,0,-0.370000000000001,22.87,22.98,23.04,22.72,22.32,22.55,22.5,22.24,22.29,22.45,23.567000000000007,24.461099999999973,24.966899999999995,36.1
2012-12-17,22.86,0.25,1,-0.010000000000001563,22.61,22.87,22.98,23.04,22.72,22.32,22.55,22.5,22.24,22.29,23.524600000000007,24.447399999999973,24.947899999999994,35.97
2012-12-18,23.25,0.39000000000000057,1,0.6400000000000006,22.86,22.61,22.87,22.98,23.04,22.72,22.32,22.55,22.5,22.24,23.48720000000001,24.440299999999976,24.931699999999996,35.52
2012-12-19,23.04,-0.21000000000000085,0,0.17999999999999972,23.25,22.86,22.61,22.87,22.98,23.04,22.72,22.32,22.55,22.5,23.448600000000006,24.428299999999975,24.915599999999994,35.55
2012-12-20,23.35,0.3100000000000023,1,0.10000000000000142,23.04,23.25,22.86,22.61,22.87,22.98,23.04,22.72,22.32,22.55,23.4174,24.414499999999975,24.902049999999996,36.34
2012-12-21,23.15,-0.20000000000000284,0,0.10999999999999943,23.35,23.04,23.25,22.86,22.61,22.87,22.98,23.04,22.72,22.32,23.390400000000003,24.399699999999974,24.886349999999993,36.57
2012-12-24,22.83,-0.3200000000000003,0,-0.5200000000000031,23.15,23.35,23.04,23.25,22.86,22.61,22.87,22.98,23.04,22.72,23.362000000000002,24.383099999999978,24.868349999999992,36.39
2012-12-26,22.66,-0.16999999999999815,0,-0.48999999999999844,22.83,23.15,23.35,23.04,23.25,22.86,22.61,22.87,22.98,23.04,23.330800000000004,24.365299999999976,24.84959999999999,36.25
2012-12-27,22.74,0.0799999999999983,1,-0.08999999999999986,22.66,22.83,23.15,23.35,23.04,23.25,22.86,22.61,22.87,22.98,23.297000000000004,24.35009999999997,24.83099999999999,36.03
2012-12-28,22.4,-0.33999999999999986,0,-0.26000000000000156,22.74,22.66,22.83,23.15,23.35,23.04,23.25,22.86,22.61,22.87,23.251200000000004,24.32679999999997,24.80809999999999,35.78
2012-12-31,22.53,0.13000000000000256,1,-0.2099999999999973,22.4,22.74,22.66,22.83,23.15,23.35,23.04,23.25,22.86,22.61,23.2084,24.303199999999975,24.785449999999987,36.35
2013-01-02,23.3,0.7699999999999996,1,0.9000000000000021,22.53,22.4,22.74,22.66,22.83,23.15,23.35,23.04,23.25,22.86,23.1792,24.284699999999976,24.76634999999999,36.59
2013-01-03,22.99,-0.3100000000000023,0,0.4599999999999973,23.3,22.53,22.4,22.74,22.66,22.83,23.15,23.35,23.04,23.25,23.1454,24.262499999999974,24.746699999999986,36.75
2013-01-04,22.56,-0.4299999999999997,0,-0.740000000000002,22.99,23.3,22.53,22.4,22.74,22.66,22.83,23.15,23.35,23.04,23.117399999999996,24.234599999999972,24.72654999999999,36.72
2013-01-07,22.51,-0.04999999999999716,0,-0.4799999999999969,22.56,22.99,23.3,22.53,22.4,22.74,22.66,22.83,23.15,23.35,23.098999999999997,24.206899999999973,24.70704999999999,36.6
2013-01-08,22.4,-0.11000000000000298,0,-0.16000000000000014,22.51,22.56,22.99,23.3,22.53,22.4,22.74,22.66,22.83,23.15,23.077599999999997,24.17829999999997,24.687299999999986,36.75
2013-01-09,22.52,0.120000000000001,1,0.00999999999999801,22.4,22.51,22.56,22.99,23.3,22.53,22.4,22.74,22.66,22.83,23.0612,24.15139999999997,24.66779999999999,37.02
2013-01-10,22.32,-0.1999999999999993,0,-0.0799999999999983,22.52,22.4,22.51,22.56,22.99,23.3,22.53,22.4,22.74,22.66,23.041,24.12189999999997,24.647249999999985,36.81
2013-01-11,22.63,0.3099999999999987,1,0.10999999999999943,22.32,22.52,22.4,22.51,22.56,22.99,23.3,22.53,22.4,22.74,23.021600000000003,24.090699999999973,24.625849999999986,37.06
2013-01-14,22.68,0.05000000000000071,1,0.35999999999999943,22.63,22.32,22.52,22.4,22.51,22.56,22.99,23.3,22.53,22.4,22.997600000000002,24.058999999999973,24.604999999999986,36.79
2013-01-15,22.95,0.2699999999999996,1,0.3200000000000003,22.68,22.63,22.32,22.52,22.4,22.51,22.56,22.99,23.3,22.53,22.962600000000002,24.031299999999973,24.586849999999984,37.25
2013-01-16,22.81,-0.14000000000000057,0,0.129999999999999,22.95,22.68,22.63,22.32,22.52,22.4,22.51,22.56,22.99,23.3,22.9252,24.001699999999975,24.568299999999986,36.77
2013-01-17,22.99,0.17999999999999972,1,0.03999999999999915,22.81,22.95,22.68,22.63,22.32,22.52,22.4,22.51,22.56,22.99,22.889200000000002,23.97609999999997,24.550049999999985,36.92
2013-01-18,22.99,0.0,0,0.17999999999999972,22.99,22.81,22.95,22.68,22.63,22.32,22.52,22.4,22.51,22.56,22.8494,23.952799999999964,24.531699999999983,36.94
2013-01-22,22.9,-0.08999999999999986,0,-0.08999999999999986,22.99,22.99,22.81,22.95,22.68,22.63,22.32,22.52,22.4,22.51,22.820800000000006,23.926099999999966,24.514349999999983,36.86
2013-01-23,23.29,0.39000000000000057,1,0.3000000000000007,22.9,22.99,22.99,22.81,22.95,22.68,22.63,22.32,22.52,22.4,22.804600000000004,23.902199999999965,24.50194999999998,37.02
2013-01-24,23.31,0.019999999999999574,1,0.41000000000000014,23.29,22.9,22.99,22.99,22.81,22.95,22.68,22.63,22.32,22.52,22.788400000000006,23.878999999999966,24.488349999999983,36.84
2013-01-25,23.52,0.21000000000000085,1,0.23000000000000043,23.31,23.29,22.9,22.99,22.99,22.81,22.95,22.68,22.63,22.32,22.786600000000007,23.857799999999965,24.477549999999983,36.74
2013-01-28,23.54,0.019999999999999574,1,0.23000000000000043,23.52,23.31,23.29,22.9,22.99,22.99,22.81,22.95,22.68,22.63,22.80040000000001,23.839499999999965,24.469449999999984,36.76
2013-01-29,23.63,0.08999999999999986,1,0.10999999999999943,23.54,23.52,23.31,23.29,22.9,22.99,22.99,22.81,22.95,22.68,22.82020000000001,23.817999999999966,24.46229999999998,37.11
2013-01-30,23.49,-0.14000000000000057,0,-0.05000000000000071,23.63,23.54,23.52,23.31,23.29,22.9,22.99,22.99,22.81,22.95,22.84020000000001,23.798599999999965,24.451849999999983,37.16
2013-01-31,23.15,-0.33999999999999986,0,-0.4800000000000004,23.49,23.63,23.54,23.52,23.31,23.29,22.9,22.99,22.99,22.81,22.855800000000013,23.77579999999997,24.440399999999983,37.43
2013-02-01,23.56,0.41000000000000014,1,0.07000000000000028,23.15,23.49,23.63,23.54,23.52,23.31,23.29,22.9,22.99,22.99,22.876000000000012,23.749099999999967,24.429899999999986,38.87
2013-02-04,23.15,-0.41000000000000014,0,0.0,23.56,23.15,23.49,23.63,23.54,23.52,23.31,23.29,22.9,22.99,22.888400000000015,23.72169999999997,24.41584999999998,39.26
2013-02-05,23.2,0.05000000000000071,1,-0.35999999999999943,23.15,23.56,23.15,23.49,23.63,23.54,23.52,23.31,23.29,22.9,22.897800000000014,23.696699999999968,24.40329999999998,39.4
2013-02-06,23.06,-0.14000000000000057,0,-0.08999999999999986,23.2,23.15,23.56,23.15,23.49,23.63,23.54,23.52,23.31,23.29,22.891600000000018,23.669699999999967,24.390549999999983,39.54
2013-02-07,23.01,-0.04999999999999716,0,-0.18999999999999773,23.06,23.2,23.15,23.56,23.15,23.49,23.63,23.54,23.52,23.31,22.88980000000002,23.642299999999967,24.371749999999984,39.53
2013-02-08,23.24,0.22999999999999687,1,0.17999999999999972,23.01,23.06,23.2,23.15,23.56,23.15,23.49,23.63,23.54,23.52,22.89780000000002,23.615799999999968,24.35534999999998,39.56
2013-02-11,23.5,0.26000000000000156,1,0.48999999999999844,23.24,23.01,23.06,23.2,23.15,23.56,23.15,23.49,23.63,23.54,22.906200000000023,23.589699999999965,24.34104999999998,39.15
2013-02-12,23.52,0.019999999999999574,1,0.28000000000000114,23.5,23.24,23.01,23.06,23.2,23.15,23.56,23.15,23.49,23.63,22.922000000000022,23.563799999999965,24.325699999999983,39.24
2013-02-13,23.64,0.120000000000001,1,0.14000000000000057,23.52,23.5,23.24,23.01,23.06,23.2,23.15,23.56,23.15,23.49,22.945800000000023,23.53929999999996,24.311349999999983,38.77
2013-02-14,23.65,0.00999999999999801,1,0.129999999999999,23.64,23.52,23.5,23.24,23.01,23.06,23.2,23.15,23.56,23.15,22.973000000000024,23.515999999999963,24.297549999999983,38.7
2013-02-15,23.63,-0.019999999999999574,0,-0.010000000000001563,23.65,23.64,23.52,23.5,23.24,23.01,23.06,23.2,23.15,23.56,23.000800000000027,23.489199999999965,24.283499999999986,38.43
2013-02-19,23.86,0.23000000000000043,1,0.21000000000000085,23.63,23.65,23.64,23.52,23.5,23.24,23.01,23.06,23.2,23.15,23.028000000000024,23.466899999999963,24.270649999999982,38.06
2013-02-20,23.7,-0.16000000000000014,0,0.07000000000000028,23.86,23.63,23.65,23.64,23.52,23.5,23.24,23.01,23.06,23.2,23.051000000000027,23.44639999999996,24.25784999999998,37.79
2013-02-21,23.38,-0.3200000000000003,0,-0.4800000000000004,23.7,23.86,23.63,23.65,23.64,23.52,23.5,23.24,23.01,23.06,23.07220000000003,23.425899999999967,24.24364999999998,38.24
2013-02-22,23.61,0.23000000000000043,1,-0.08999999999999986,23.38,23.7,23.86,23.63,23.65,23.64,23.52,23.5,23.24,23.01,23.09000000000003,23.40959999999997,24.233799999999977,37.98
2013-02-25,23.28,-0.3299999999999983,0,-0.09999999999999787,23.61,23.38,23.7,23.86,23.63,23.65,23.64,23.52,23.5,23.24,23.094800000000028,23.390099999999972,24.223649999999974,37.68
2013-02-26,23.28,0.0,0,-0.3299999999999983,23.28,23.61,23.38,23.7,23.86,23.63,23.65,23.64,23.52,23.5,23.100800000000028,23.37389999999997,24.21414999999997,38.12
2013-02-27,23.65,0.36999999999999744,1,0.36999999999999744,23.28,23.28,23.61,23.38,23.7,23.86,23.63,23.65,23.64,23.52,23.11640000000003,23.363699999999973,24.205399999999972,38.09
2013-02-28,23.64,-0.00999999999999801,0,0.35999999999999943,23.65,23.28,23.28,23.61,23.38,23.7,23.86,23.63,23.65,23.64,23.137000000000036,23.351999999999972,24.196699999999975,38.09
2013-03-01,23.77,0.129999999999999,1,0.120000000000001,23.64,23.65,23.28,23.28,23.61,23.38,23.7,23.86,23.63,23.65,23.155200000000036,23.33989999999997,24.186899999999977,38.37
2013-03-04,23.94,0.1700000000000017,1,0.3000000000000007,23.77,23.64,23.65,23.28,23.28,23.61,23.38,23.7,23.86,23.63,23.169000000000036,23.32809999999997,24.179949999999977,38.87
2013-03-05,24.11,0.16999999999999815,1,0.33999999999999986,23.94,23.77,23.64,23.65,23.28,23.28,23.61,23.38,23.7,23.86,23.190400000000036,23.319499999999977,24.174949999999978,39.03
2013-03-06,23.89,-0.21999999999999886,0,-0.05000000000000071,24.11,23.94,23.77,23.64,23.65,23.28,23.28,23.61,23.38,23.7,23.20120000000004,23.309299999999975,24.170149999999975,39.49
2013-03-07,23.93,0.03999999999999915,1,-0.17999999999999972,23.89,24.11,23.94,23.77,23.64,23.65,23.28,23.28,23.61,23.38,23.21680000000004,23.303599999999975,24.16629999999998,39.77
2013-03-08,23.81,-0.120000000000001,0,-0.08000000000000185,23.93,23.89,24.11,23.94,23.77,23.64,23.65,23.28,23.28,23.61,23.23640000000004,23.299199999999974,24.16369999999998,40.22
2013-03-11,23.7,-0.10999999999999943,0,-0.23000000000000043,23.81,23.93,23.89,24.11,23.94,23.77,23.64,23.65,23.28,23.28,23.25720000000004,23.293999999999972,24.15854999999998,39.88
2013-03-12,23.74,0.03999999999999915,1,-0.07000000000000028,23.7,23.81,23.93,23.89,24.11,23.94,23.77,23.64,23.65,23.28,23.27720000000004,23.287099999999974,24.153599999999983,40.12
2013-03-13,23.75,0.010000000000001563,1,0.05000000000000071,23.74,23.7,23.81,23.93,23.89,24.11,23.94,23.77,23.64,23.65,23.304200000000037,23.27769999999997,24.151399999999985,40.06
2013-03-14,23.93,0.17999999999999972,1,0.19000000000000128,23.75,23.74,23.7,23.81,23.93,23.89,24.11,23.94,23.77,23.64,23.33220000000004,23.27029999999997,24.150249999999986,40.08
2013-03-15,23.85,-0.0799999999999983,0,0.10000000000000142,23.93,23.75,23.74,23.7,23.81,23.93,23.89,24.11,23.94,23.77,23.34320000000004,23.261199999999967,24.148749999999993,39.93
2013-03-18,23.9,0.04999999999999716,1,-0.030000000000001137,23.85,23.93,23.75,23.74,23.7,23.81,23.93,23.89,24.11,23.94,23.36140000000004,23.25339999999997,24.14539999999999,39.81
2013-03-19,23.97,0.07000000000000028,1,0.11999999999999744,23.9,23.85,23.93,23.75,23.74,23.7,23.81,23.93,23.89,24.11,23.38960000000004,23.253499999999967,24.14329999999999,39.82
2013-03-20,24.09,0.120000000000001,1,0.19000000000000128,23.97,23.9,23.85,23.93,23.75,23.74,23.7,23.81,23.93,23.89,23.42120000000004,23.26009999999997,24.14244999999999,40.31
2013-03-21,23.91,-0.17999999999999972,0,-0.05999999999999872,24.09,23.97,23.9,23.85,23.93,23.75,23.74,23.7,23.81,23.93,23.45140000000004,23.26449999999997,24.14374999999999,40.01
2013-03-22,24.03,0.120000000000001,1,-0.05999999999999872,23.91,24.09,23.97,23.9,23.85,23.93,23.75,23.74,23.7,23.81,23.48160000000004,23.27139999999997,24.14524999999999,39.89
2013-03-25,23.95,-0.08000000000000185,0,0.03999999999999915,24.03,23.91,24.09,23.97,23.9,23.85,23.93,23.75,23.74,23.7,23.51420000000004,23.27759999999997,24.146499999999993,40.16
2013-03-26,23.95,0.0,0,-0.08000000000000185,23.95,24.03,23.91,24.09,23.97,23.9,23.85,23.93,23.75,23.74,23.54060000000004,23.28109999999997,24.14429999999999,40.73
2013-03-27,24.13,0.17999999999999972,1,0.17999999999999972,23.95,23.95,24.03,23.91,24.09,23.97,23.9,23.85,23.93,23.75,23.56960000000004,23.283599999999968,24.14349999999999,41.23
2013-03-28,24.33,0.1999999999999993,1,0.379999999999999,24.13,23.95,23.95,24.03,23.91,24.09,23.97,23.9,23.85,23.93,23.59720000000004,23.27989999999997,24.141949999999987,41.49
2013-04-01,24.33,0.0,0,0.1999999999999993,24.33,24.13,23.95,23.95,24.03,23.91,24.09,23.97,23.9,23.85,23.62760000000004,23.27639999999997,24.143499999999985,41.56
2013-04-02,24.49,0.16000000000000014,1,0.16000000000000014,24.33,24.33,24.13,23.95,23.95,24.03,23.91,24.09,23.97,23.9,23.657600000000038,23.27339999999997,24.144249999999985,41.7
2013-04-03,24.29,-0.1999999999999993,0,-0.03999999999999915,24.49,24.33,24.33,24.13,23.95,23.95,24.03,23.91,24.09,23.97,23.683600000000038,23.26649999999997,24.144649999999984,41.43
2013-04-04,24.32,0.030000000000001137,1,-0.16999999999999815,24.29,24.49,24.33,24.33,24.13,23.95,23.95,24.03,23.91,24.09,23.712000000000035,23.266399999999972,24.14429999999998,41.03
2013-04-05,24.41,0.08999999999999986,1,0.120000000000001,24.32,24.29,24.49,24.33,24.33,24.13,23.95,23.95,24.03,23.91,23.734400000000036,23.269499999999972,24.14159999999998,41.49
2013-04-08,24.32,-0.08999999999999986,0,0.0,24.41,24.32,24.29,24.49,24.33,24.33,24.13,23.95,23.95,24.03,23.754600000000035,23.271499999999975,24.139199999999978,41.27
2013-04-09,25.18,0.8599999999999994,1,0.7699999999999996,24.32,24.41,24.32,24.29,24.49,24.33,24.33,24.13,23.95,23.95,23.78780000000004,23.28719999999997,24.137499999999978,41.42
2013-04-10,25.75,0.5700000000000003,1,1.4299999999999997,25.18,24.32,24.41,24.32,24.29,24.49,24.33,24.33,24.13,23.95,23.83200000000004,23.31619999999997,24.137699999999978,42.16
2013-04-11,24.61,-1.1400000000000006,0,-0.5700000000000003,25.75,25.18,24.32,24.41,24.32,24.29,24.49,24.33,24.33,24.13,23.851600000000033,23.335899999999974,24.135499999999976,41.75
2013-04-12,24.49,-0.120000000000001,0,-1.2600000000000016,24.61,25.75,25.18,24.32,24.41,24.32,24.29,24.49,24.33,24.33,23.871600000000036,23.355899999999973,24.13034999999997,41.31
2013-04-15,24.4,-0.08999999999999986,0,-0.21000000000000085,24.49,24.61,25.75,25.18,24.32,24.41,24.32,24.29,24.49,24.33,23.896600000000035,23.376199999999976,24.12819999999997,41.77
2013-04-16,24.64,0.240000000000002,1,0.15000000000000213,24.4,24.49,24.61,25.75,25.18,24.32,24.41,24.32,24.29,24.49,23.918200000000038,23.397099999999973,24.126649999999973,40.85
2013-04-17,24.52,-0.120000000000001,0,0.120000000000001,24.64,24.4,24.49,24.61,25.75,25.18,24.32,24.41,24.32,24.29,23.945600000000034,23.41699999999997,24.123849999999976,41.18
2013-04-18,24.49,-0.030000000000001137,0,-0.15000000000000213,24.52,24.64,24.4,24.49,24.61,25.75,25.18,24.32,24.41,24.32,23.971400000000035,23.434599999999968,24.121999999999975,41.2
2013-04-19,25.32,0.8300000000000018,1,0.8000000000000007,24.49,24.52,24.64,24.4,24.49,24.61,25.75,25.18,24.32,24.41,24.016600000000036,23.454099999999972,24.121499999999973,41.13
2013-04-22,26.22,0.8999999999999986,1,1.7300000000000004,25.32,24.49,24.52,24.64,24.4,24.49,24.61,25.75,25.18,24.32,24.080800000000036,23.48529999999997,24.125599999999977,40.72
2013-04-23,26.03,-0.18999999999999773,0,0.7100000000000009,26.22,25.32,24.49,24.52,24.64,24.4,24.49,24.61,25.75,25.18,24.136600000000033,23.51719999999997,24.127899999999975,40.6
2013-04-24,27.01,0.9800000000000004,1,0.7900000000000027,26.03,26.22,25.32,24.49,24.52,24.64,24.4,24.49,24.61,25.75,24.206800000000033,23.556499999999975,24.135349999999974,40.89
2013-04-25,27.16,0.14999999999999858,1,1.129999999999999,27.01,26.03,26.22,25.32,24.49,24.52,24.64,24.4,24.49,24.61,24.279600000000038,23.60079999999997,24.145699999999973,40.89
2013-04-26,27.04,-0.120000000000001,0,0.029999999999997584,27.16,27.01,26.03,26.22,25.32,24.49,24.52,24.64,24.4,24.49,24.347600000000035,23.646699999999974,24.15624999999997,40.4
2013-04-29,27.73,0.6900000000000013,1,0.5700000000000003,27.04,27.16,27.01,26.03,26.22,25.32,24.49,24.52,24.64,24.4,24.429200000000034,23.701099999999975,24.17129999999997,41.5
2013-04-30,28.15,0.41999999999999815,1,1.1099999999999994,27.73,27.04,27.16,27.01,26.03,26.22,25.32,24.49,24.52,24.64,24.519600000000032,23.760199999999976,24.190299999999965,40.68
2013-05-01,27.83,-0.3200000000000003,0,0.09999999999999787,28.15,27.73,27.04,27.16,27.01,26.03,26.22,25.32,24.49,24.52,24.599000000000032,23.813499999999976,24.210449999999966,39.06
2013-05-02,28.2,0.370000000000001,1,0.05000000000000071,27.83,28.15,27.73,27.04,27.16,27.01,26.03,26.22,25.32,24.49,24.689000000000032,23.869999999999973,24.229299999999963,38.73
2013-05-03,28.48,0.28000000000000114,1,0.6500000000000021,28.2,27.83,28.15,27.73,27.04,27.16,27.01,26.03,26.22,25.32,24.791000000000032,23.93159999999997,24.249349999999957,38.8
2013-05-06,28.7,0.21999999999999886,1,0.5,28.48,28.2,27.83,28.15,27.73,27.04,27.16,27.01,26.03,26.22,24.892800000000033,23.99139999999997,24.269599999999958,38.35
2013-05-07,28.33,-0.370000000000001,0,-0.15000000000000213,28.7,28.48,28.2,27.83,28.15,27.73,27.04,27.16,27.01,26.03,24.993800000000032,24.04429999999997,24.284699999999958,37.92
2013-05-08,28.06,-0.2699999999999996,0,-0.6400000000000006,28.33,28.7,28.48,28.2,27.83,28.15,27.73,27.04,27.16,27.01,25.089400000000033,24.09509999999997,24.29754999999996,38.71
2013-05-09,27.78,-0.2799999999999976,0,-0.5499999999999972,28.06,28.33,28.7,28.48,28.2,27.83,28.15,27.73,27.04,27.16,25.17200000000003,24.144199999999973,24.31129999999996,39.11
2013-05-10,27.8,0.019999999999999574,1,-0.259999999999998,27.78,28.06,28.33,28.7,28.48,28.2,27.83,28.15,27.73,27.04,25.255200000000027,24.196099999999973,24.32859999999996,39.82
2013-05-13,28.09,0.28999999999999915,1,0.3099999999999987,27.8,27.78,28.06,28.33,28.7,28.48,28.2,27.83,28.15,27.73,25.341600000000025,24.248399999999975,24.347899999999964,39.38
2013-05-14,28.72,0.629999999999999,1,0.9199999999999982,28.09,27.8,27.78,28.06,28.33,28.7,28.48,28.2,27.83,28.15,25.437200000000026,24.303099999999972,24.371699999999965,39.94
2013-05-15,28.99,0.2699999999999996,1,0.8999999999999986,28.72,28.09,27.8,27.78,28.06,28.33,28.7,28.48,28.2,27.83,25.53480000000003,24.362599999999972,24.395449999999965,40.93
2013-05-16,29.19,0.20000000000000284,1,0.4700000000000024,28.99,28.72,28.09,27.8,27.78,28.06,28.33,28.7,28.48,28.2,25.640800000000027,24.42099999999997,24.417749999999966,40.73
2013-05-17,29.86,0.6699999999999982,1,0.870000000000001,29.19,28.99,28.72,28.09,27.8,27.78,28.06,28.33,28.7,28.48,25.759400000000024,24.48809999999997,24.443899999999964,41.25
2013-05-20,30.04,0.17999999999999972,1,0.8499999999999979,29.86,29.19,28.99,28.72,28.09,27.8,27.78,28.06,28.33,28.7,25.884000000000025,24.560199999999973,24.471649999999965,41.36
2013-05-21,29.85,-0.18999999999999773,0,-0.00999999999999801,30.04,29.86,29.19,28.99,28.72,28.09,27.8,27.78,28.06,28.33,26.00700000000002,24.632099999999973,24.498699999999968,40.86
2013-05-22,29.64,-0.21000000000000085,0,-0.3999999999999986,29.85,30.04,29.86,29.19,28.99,28.72,28.09,27.8,27.78,28.06,26.12500000000002,24.701099999999975,24.52559999999997,41.66
2013-05-23,29.25,-0.39000000000000057,0,-0.6000000000000014,29.64,29.85,30.04,29.86,29.19,28.99,28.72,28.09,27.8,27.78,26.235000000000024,24.769599999999972,24.54819999999997,42.09
2013-05-24,29.35,0.10000000000000142,1,-0.28999999999999915,29.25,29.64,29.85,30.04,29.86,29.19,28.99,28.72,28.09,27.8,26.34340000000002,24.83779999999997,24.57049999999997,42.21
2013-05-28,29.99,0.639999999999997,1,0.7399999999999984,29.35,29.25,29.64,29.85,30.04,29.86,29.19,28.99,28.72,28.09,26.466200000000022,24.904699999999966,24.59469999999997,42.46
2013-05-29,29.87,-0.11999999999999744,0,0.5199999999999996,29.99,29.35,29.25,29.64,29.85,30.04,29.86,29.19,28.99,28.72,26.585600000000017,24.973499999999966,24.61799999999997,43.21
2013-05-30,30.0,0.129999999999999,1,0.010000000000001563,29.87,29.99,29.35,29.25,29.64,29.85,30.04,29.86,29.19,28.99,26.706200000000017,25.047899999999967,24.641249999999967,43.19
2013-05-31,29.89,-0.10999999999999943,0,0.019999999999999574,30.0,29.87,29.99,29.35,29.25,29.64,29.85,30.04,29.86,29.19,26.82220000000002,25.121699999999965,24.664299999999972,43.38
2013-06-03,30.48,0.5899999999999999,1,0.4800000000000004,29.89,30.0,29.87,29.99,29.35,29.25,29.64,29.85,30.04,29.86,26.95360000000002,25.202499999999965,24.69039999999997,43.36
2013-06-04,29.97,-0.5100000000000016,0,0.0799999999999983,30.48,29.89,30.0,29.87,29.99,29.35,29.25,29.64,29.85,30.04,27.07240000000002,25.276999999999962,24.71419999999997,43.28
2013-06-05,29.79,-0.17999999999999972,0,-0.6900000000000013,29.97,30.48,29.89,30.0,29.87,29.99,29.35,29.25,29.64,29.85,27.189200000000017,25.35169999999996,24.736799999999967,44.02
2013-06-06,29.94,0.15000000000000213,1,-0.029999999999997584,29.79,29.97,30.48,29.89,30.0,29.87,29.99,29.35,29.25,29.64,27.30900000000002,25.42479999999996,24.757749999999966,43.99
2013-06-07,30.55,0.6099999999999994,1,0.7600000000000016,29.94,29.79,29.97,30.48,29.89,30.0,29.87,29.99,29.35,29.25,27.437400000000014,25.503499999999963,24.781249999999964,43.88
2013-06-10,30.38,-0.1700000000000017,0,0.4399999999999977,30.55,29.94,29.79,29.97,30.48,29.89,30.0,29.87,29.99,29.35,27.55840000000002,25.577799999999964,24.804549999999963,43.52
2013-06-11,29.84,-0.5399999999999991,0,-0.7100000000000009,30.38,30.55,29.94,29.79,29.97,30.48,29.89,30.0,29.87,29.99,27.66860000000002,25.648099999999967,24.82489999999996,43.05
2013-06-12,29.98,0.14000000000000057,1,-0.3999999999999986,29.84,30.38,30.55,29.94,29.79,29.97,30.48,29.89,30.0,29.87,27.77840000000002,25.71799999999997,24.847049999999957,43.48
2013-06-13,29.74,-0.240000000000002,0,-0.10000000000000142,29.98,29.84,30.38,30.55,29.94,29.79,29.97,30.48,29.89,30.0,27.88740000000002,25.78549999999997,24.86914999999996,42.84
2013-06-14,29.46,-0.2799999999999976,0,-0.5199999999999996,29.74,29.98,29.84,30.38,30.55,29.94,29.79,29.97,30.48,29.89,27.990200000000023,25.85109999999997,24.88859999999996,42.49
2013-06-17,29.98,0.5199999999999996,1,0.240000000000002,29.46,29.74,29.98,29.84,30.38,30.55,29.94,29.79,29.97,30.48,28.101600000000023,25.91799999999997,24.910099999999957,42.38
2013-06-18,29.96,-0.019999999999999574,0,0.5,29.98,29.46,29.74,29.98,29.84,30.38,30.55,29.94,29.79,29.97,28.214400000000023,25.984499999999972,24.931749999999955,42.63
